AP Name,WLC,WLCSoftware Type,WLC Software Version,Channel changes due to radar,Filtered events on serving radio,Filtered events on Cisco Integrated RF ASIC,Triggered radar events,DFS statistics last updated
CNB-BLDB-FL01-AP06,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4591698 seconds ago
CNB-BLDB-FL01-AP09,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,8,0,790092 seconds ago
CNB-BLDB-FL01-AP09,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4589124 seconds ago
CNB-BLDB-FL02-AP13,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4591661 seconds ago
CNB-BLDB-FL02-AP13,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4591661 seconds ago
CNB-BLDB-FL01-AP03,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,494,0,183514 seconds ago
CNB-BLDB-FL01-AP03,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4591332 seconds ago
CNB-BLDC-FL01-AP12,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,6,0,84329 seconds ago
CNB-BLDC-FL01-AP12,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4590937 seconds ago
CNB-BLDB-FL01-AP01,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4591699 seconds ago
CNB-BLDB-FL01-AP01,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4591699 seconds ago
CNB-BLDB-FL01-AP02,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4590973 seconds ago
CNB-BLDB-FL01-AP02,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4590973 seconds ago
CNB-BLDC-FL01-AP01,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4589508 seconds ago
CNB-BLDC-FL01-AP01,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4589508 seconds ago
CNB-BLDC-FL01-AP05,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,1,0,1306016 seconds ago
CNB-BLDC-FL01-AP05,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4592402 seconds ago
CNB-BLDC-FL01-AP06,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,3,0,1381032 seconds ago
CNB-BLDC-FL01-AP06,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4589118 seconds ago
CNB-BLDB-FL01-AP08,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,472,0,69751 seconds ago
CNB-BLDB-FL01-AP08,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4590578 seconds ago
CNB-BLDC-FL01-AP02,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4588778 seconds ago
CNB-BLDC-FL01-AP02,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4588778 seconds ago
CNB-BLDB-FL02-AP05,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4591310 seconds ago
CNB-BLDB-FL02-AP05,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4591310 seconds ago
CNB-BLDB-FL01-AP05,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,1,66,0,181556 seconds ago
CNB-BLDB-FL01-AP05,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4592399 seconds ago
CNB-BLDB-FL02-AP04,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,146,0,791189 seconds ago
CNB-BLDB-FL02-AP04,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4590575 seconds ago
CNB-BLDB-FL02-AP01,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4590937 seconds ago
CNB-BLDB-FL02-AP01,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4590937 seconds ago
CNB-BLDB-FL02-AP12,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4590209 seconds ago
CNB-BLDB-FL02-AP12,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4590209 seconds ago
CNB-BLDB-FL02-AP02,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,1,0,3193460 seconds ago
CNB-BLDB-FL02-AP02,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4589842 seconds ago
CNB-BLDB-FL02-AP03,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,1,0,4398040 seconds ago
CNB-BLDB-FL02-AP03,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4591302 seconds ago
CNB-BLDB-FL02-AP10,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4589480 seconds ago
CNB-BLDB-FL02-AP10,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4589480 seconds ago
CNB-BLDB-FL02-AP14,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4590577 seconds ago
CNB-BLDB-FL02-AP14,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4590577 seconds ago
CNB-BLDB-FL02-AP08,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4589113 seconds ago
CNB-BLDB-FL02-AP08,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4589113 seconds ago
CNB-BLDB-FL01-AP07,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4590241 seconds ago
CNB-BLDB-FL01-AP07,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4590241 seconds ago
CNB-BLDB-FL01-AP04,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,239,0,93318 seconds ago
CNB-BLDB-FL01-AP04,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4589879 seconds ago
CNB-BLDB-FL02-AP09,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,2,0,3451928 seconds ago
CNB-BLDB-FL02-AP09,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4588753 seconds ago
CNB-BLDA-FL01-AP09,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,3341,0,90970 seconds ago
CNB-BLDA-FL01-AP09,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,4588756 seconds ago
CNB-Outdoor-AP04,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,1611,0,51394 seconds ago
CNB-Outdoor-AP07,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,1,2,13,1,683343 seconds ago
CNB-Outdoor-AP03,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,895132 seconds ago
CNB-Outdoor-AP09,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,1448651 seconds ago
CNB-Outdoor-AP01,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,4870,0,51382 seconds ago
CNB-Outdoor-AP06,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,19,0,1648000 seconds ago
CNB-Outdoor-AP05,CNB-WLC-1A.toyota.com,IOS-XE,17.9.5,0,0,1858,0,51380 seconds ago
DADE-OFF-F01-57,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,277,0,3834 seconds ago
DADE-OFF-F01-57,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973568 seconds ago
DADE-OFF-F01-54,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,473,0,1019936 seconds ago
DADE-OFF-F01-54,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973615 seconds ago
DADE-OFF-F02-58,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,8,300,349,16,1508 seconds ago
DADE-OFF-F02-58,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973641 seconds ago
DADE-WH-LT09-23,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,1,0,552763 seconds ago
DADE-WH-LQ20-18,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973675 seconds ago
DADE-WH-HH10-09,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973674 seconds ago
DADE-WH-HC29-03,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,358016 seconds ago
DADE-WH-K11-12-35,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973682 seconds ago
DADE-WH-R07-08-28,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973681 seconds ago
DADE-WH-HA05-02,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,1,0,632900 seconds ago
DADE-MEZZ-13-53,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973688 seconds ago
DADE-WH-LT31-22,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,18,0,1839411 seconds ago
DADE-WH-HK31-10,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973687 seconds ago
DADE-WH-R09-10-29,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973689 seconds ago
DADE-WH-LP31-16,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973673 seconds ago
DADE-WH-R13-14-31,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973687 seconds ago
DADE-WH-HG29-06,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,358106 seconds ago
DADE-WH-JK16-39,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,9,0,757963 seconds ago
DADE-MEZZ-06-46,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973688 seconds ago
DADE-MEZZ-07-47,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973689 seconds ago
DADE-WH-LN20-15,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973692 seconds ago
DADE-MEZZ-12-52,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,1,0,2411823 seconds ago
DADE-WH-R12-30,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973690 seconds ago
DADE-MEZZ-03-43,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973688 seconds ago
DADE-MEZZ-04-44,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973681 seconds ago
DADE-WH-HL20-12,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,6,0,303648 seconds ago
DADE-WH-K17-25,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,5,0,3635624 seconds ago
DADE-WH-K14-15-34,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973691 seconds ago
DADE-MEZZ-11-51,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,358102 seconds ago
DADE-MEZZ-01-41,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973681 seconds ago
DADE-MEZZ-08-48,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973680 seconds ago
DADE-WH-L16-33,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973689 seconds ago
DADE-MEZZ-09-49,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973674 seconds ago
DADE-WH-K07-08-38,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973691 seconds ago
DADE-MEZZ-02-42,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973689 seconds ago
DADE-WH-HG32-07,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973682 seconds ago
DADE-WH-K08-09-37,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,358016 seconds ago
DADE-WH-TB25-27,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,358106 seconds ago
DADE-MEZZ-10-50,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,16,0,1788290 seconds ago
DADE-WH-HE34-05,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973688 seconds ago
DADE-WH-K09-10-36,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973682 seconds ago
DADE-WH-LR09-19,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,2,0,3784668 seconds ago
DADE-WH-HE05-04,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973691 seconds ago
DADE-MEZZ-05-45,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973686 seconds ago
DADE-WH-LU20-24,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973692 seconds ago
DADE-WH-LM31-13,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,0,0,3973681 seconds ago
DADE-WH-LM09-14,DADE-PDC-WLANCTRL-1A.toyota.com,IOS-XE,17.9.5,0,0,2,0,2333873 seconds ago
