AP Name,WLC,WLCSoftware Type,WLC Software Version,Channel changes due to radar,Filtered events on serving radio,Filtered events on Cisco Integrated RF ASIC,Triggered radar events,DFS statistics last updated
MTM-250-FL3-AP14,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538471 seconds ago
MTM-250-FL3-AP10,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,916,0,3108 seconds ago
MTM-250-FL3-AP10,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538835 seconds ago
MTM-250-FL3-AP15,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538477 seconds ago
MTM-250-FL3-AP15,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538478 seconds ago
MTM-250-FL3-AP13,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,956,0,1488 seconds ago
MTM-250-FL3-AP13,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538840 seconds ago
MTM-250-FL3-AP16,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,160,0,4914 seconds ago
MTM-250-FL3-AP16,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539204 seconds ago
MTM-250-FL3-AP12,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,557,0,220 seconds ago
MTM-250-FL3-AP12,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538473 seconds ago
MTM-250-FL3-AP09,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,492,0,214 seconds ago
MTM-250-FL3-AP09,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537927 seconds ago
MTM-250-FL3-AP07,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,6,945,0,2745 seconds ago
MTM-250-FL3-AP07,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537933 seconds ago
MTM-250-FL1-AP12,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,266,0,11572 seconds ago
MTM-250-FL1-AP12,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539203 seconds ago
MTM-250-FL2-AP16,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,625,0,3476 seconds ago
MTM-250-FL2-AP16,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538838 seconds ago
MTM-250-FL1-AP11,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,1,469,0,1482 seconds ago
MTM-250-FL1-AP11,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538837 seconds ago
MTM-250-FL1-AP17,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,1041,0,216 seconds ago
MTM-250-FL1-AP17,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538839 seconds ago
MTM-250-FL2-AP14,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,746,0,417 seconds ago
MTM-250-FL2-AP14,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538839 seconds ago
MTM-250-FL3-AP06,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,998,0,2216 seconds ago
MTM-250-FL3-AP06,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539211 seconds ago
MTM-250-FL1-AP10,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,165,0,11757 seconds ago
MTM-250-FL1-AP10,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539206 seconds ago
MTM-250-FL2-AP12,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538843 seconds ago
MTM-250-FL2-AP12,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538843 seconds ago
MTM-250-FL2-AP15,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538843 seconds ago
MTM-250-FL2-AP15,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,1214,0,3473 seconds ago
MTM-250-FL1-AP08,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538414 seconds ago
MTM-250-FL1-AP08,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538414 seconds ago
MTM-690-Sec-AP01,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,14,0,1524775 seconds ago
MTM-256-AP06,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539145 seconds ago
MTM-256-AP06,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,1,0,1135618 seconds ago
MTM-256-AP03,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,14,0,786946 seconds ago
MTM-180-BWCFT-AP03,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,5,0,1198974 seconds ago
MTM-180-BWCFT-AP01,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,7,0,1367458 seconds ago
MTM-TS-S33-AP01,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,1,0,1417131 seconds ago
MTMTLS-PPO-AP19,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539140 seconds ago
MTMTLS-PPO-AP12,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,1,0,1387786 seconds ago
MTMTLS-PPO-AP12,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,16,0,1407407 seconds ago
MTM-190-PressCFT-AP03,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,1,0,1464662 seconds ago
MTM-600-B4-AP08,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,1,0,692093 seconds ago
MTM-600-B4-AP08,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539146 seconds ago
MTM-250-FL3-AP20,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,209,0,1664 seconds ago
MTM-250-FL3-AP20,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537938 seconds ago
MTM-180-BWCFT-AP05,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,94,0,14268 seconds ago
MTM-180-BWCFT-AP05,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538478 seconds ago
MTM-240-AP01,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,5,0,648417 seconds ago
MTM-240-AP01,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,2,0,241082 seconds ago
MTM-250-FL3-N11,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538844 seconds ago
MTM-250-FL3-N11,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538844 seconds ago
MTM-240-AP03,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,6,0,401996 seconds ago
MTM-240-AP03,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1115172 seconds ago
MTM-240-AP02,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1115167 seconds ago
MTM-240-AP02,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1115167 seconds ago
MTM-250-FL3-AP19,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,242,0,42 seconds ago
MTM-250-FL3-AP19,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538481 seconds ago
MTM-250-FL3-AP17,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537570 seconds ago
MTM-250-FL3-AP17,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537570 seconds ago
MTM-250-FL1-AP07,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,627,0,55 seconds ago
MTM-250-FL1-AP07,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538478 seconds ago
MTM-300-N-3A-TE08C48,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539141 seconds ago
MTM-300-Z-1A-TE05B07,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,2,0,1471676 seconds ago
MTM-300-Y-10A-HUBAC48,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,1,1,0,1,511732 seconds ago
MTM-350-T.4-16A-TE01D39,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539101 seconds ago
MTM-300-HH-9A-TE02B02,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539140 seconds ago
MTM-300-CC-3A-TE03C39,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538779 seconds ago
MTM-300-CC-6A-TE03C42,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,1,1,0,1,619733 seconds ago
MTM-300-CC-1A-TE03C43,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538410 seconds ago
MTM-350-T.4-20A-TE02A45,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539113 seconds ago
MTM-300-BB-3A-TE03C40,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537868 seconds ago
MTM-350-P.8-21A-TE02C38,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539148 seconds ago
MTM-300-AA-6A-TE05C47,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538749 seconds ago
MTM-300-DD-1A-TE03C47,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539145 seconds ago
MTM-350-P.8-17A-TE02B42,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,1,0,1537922 seconds ago
MTM-300-BB-10A-HUBAC46,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,1,0,188269 seconds ago
MTM-300-AA-2A-TE03C38,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,1,1,0,1,601552 seconds ago
MTM-300-DD-5A-TE03C37,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538408 seconds ago
MTM-300-D-1A-TE13A40,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539145 seconds ago
MTM-300-E-5A-TE13A41,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538784 seconds ago
MTM-350-S-22A-TE03C48,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538782 seconds ago
MTM-300-AA-1A-TE03C44,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537508 seconds ago
MTM-300-X-1A-TE05C40,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,1,0,1538463 seconds ago
MTM-300-Y-2A-TE05C43,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,1,1,0,1,1014827 seconds ago
MTM-350-P.8-15A-TE01C44,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538779 seconds ago
MTM-300-D3A-TE13-A43,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539147 seconds ago
MTM-300-GG5A-TE01-A41,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538780 seconds ago
MTM-350-Q-20A-TE02C44,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538404 seconds ago
MTM-300-A-7A-TE14C43,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538410 seconds ago
MTM-350-R-16A-TE01D37,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538413 seconds ago
MTM-350-S-12A-TE01D44,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,4,0,1528549 seconds ago
MTM-350-R-18A-TE02C43,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,1,0,1537010 seconds ago
MTM-300-F-10-TE-12-A40,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,1,1,0,1,759774 seconds ago
MTM-300-K-9A-TE11C44,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,3,0,504358 seconds ago
MTM-350-S-18A-TE02B47,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537869 seconds ago
MTM-300-A-6A-TE14C41,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537871 seconds ago
MTM-300-X-2A-TE05C44,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,458196 seconds ago
MTM-200-Q15T-TE02-A37,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539139 seconds ago
MTM-350-Q-18A-TE02C45,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537495 seconds ago
MTM-350-Q-21A-TE02C41,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537132 seconds ago
MTM-300-L-10A-TE11C45,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538776 seconds ago
MTM-300-F2A-HUBB-C37,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538787 seconds ago
MTM-300-L-5A-TE10C48,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539147 seconds ago
AP10A8.29F8.A660,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,2,0,1314905 seconds ago
MTM-350-R-12A-TE01D41,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538415 seconds ago
MTM-350-T.4-12A-TE02D48,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538781 seconds ago
MTM-300-E-4A-TE13A39,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,2,0,1035534 seconds ago
MTM-300-G-4A-HUBB43,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537873 seconds ago
MTM-300-EE-2A-TE01B40,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537504 seconds ago
MTM-350-Q-22A-TE02C39,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537502 seconds ago
MTM-350-S-20A-TE02A44,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1536774 seconds ago
MTM-300-W-9A-TE07A41,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,2,0,1520816 seconds ago
MTM-300-H4A-HUB-B-C39,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538419 seconds ago
MTM-300-A-9A-TE14C46,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539147 seconds ago
MTM-300-FF-1A-TE01B42,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538779 seconds ago
MTM-300-JJ-8A-TE02C47,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538784 seconds ago
MTM-300-R-2A-TE08C47,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538789 seconds ago
MTM-300-DD-6A-TE03C41,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537875 seconds ago
MTM-150-L-12.2-BW-TE02-C48,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539143 seconds ago
MTM-300-BB-8A-HUBAC45,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,1,1,3,1,1222907 seconds ago
MTM-300-GG-2A-TE01B41,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537144 seconds ago
MTM-100-PIT-AP44,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,945868 seconds ago
MTM-300-FF-11A-TE04B47,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539153 seconds ago
MTM-300-N-5A-TE10C47,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538420 seconds ago
MTM-300-B2A-TE13-B38,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537507 seconds ago
MTM-300-W-10A-TE07A37,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,1,1,0,1,597045 seconds ago
MTM-300-X-5A-TE05C48,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539147 seconds ago
MTM-300-E-9A-TE14C45,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538775 seconds ago
MTM-350-S-14A-TE01D46,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,1,0,1537735 seconds ago
MTM-300-N-4A-TE-08-A44,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538781 seconds ago
MTM-300-R-4A-TE-08-A37,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,4,0,1506789 seconds ago
MTM-300-X-9A-TE07A39,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,1,1,1,1,538022 seconds ago
MTM-300-V8.5A-TE09-A38,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,1,0,1534129 seconds ago
MTM-300-W-3A-TE05C41,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,2,0,1468258 seconds ago
MTM-350-T.4-22A-TE03C47,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537869 seconds ago
MTM-300-E-2A-TE13A42,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537143 seconds ago
MTM-300-Q-3A-TE08C46,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538418 seconds ago
MTM-300-G3A-HUB-B-C38,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537507 seconds ago
MTM-350-S-10A-TE09C46,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537876 seconds ago
MTM-300-U-9.5A-TE09C48,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,1,0,1534129 seconds ago
MTM-300-U-5A-TE06B45,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,6,0,1538284 seconds ago
MTM-350-Q-23A-TE02C42,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538784 seconds ago
MTM-350-S-13A-TE01D45,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,18,0,1526040 seconds ago
MTM-300-X-10A-TE07A40,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537509 seconds ago
MTM-350-Q-10A-TE11C41,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539152 seconds ago
MTM-300-C-10A-TE14C48,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538419 seconds ago
MTM-350-T.4-18A-TE02C46,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538782 seconds ago
MTM-350-U.4-17A-TE01D38,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537508 seconds ago
MTM-350-S-11A-TE01D43,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,1,1,0,1,1047933 seconds ago
MTM-300-EE-11A-TE04B46,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1538791 seconds ago
MTM-350-R-22A-TE02C37,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,2,0,20663 seconds ago
MTM-300-DD-4A-TE03C48,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537871 seconds ago
MTM-300-GG-9A-TE02C48,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537879 seconds ago
MTM-300-C-3A-TE13A44,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537145 seconds ago
MTM-350-R-14A-TE01D42,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1537510 seconds ago
MTM-300-FF-3A-TE01B39,mtm-wlanctrl-2a.mtmus.com,IOS-XE,17.9.5,0,0,0,0,1539147 seconds ago
